 Loading checkpoint shards:   0%|                                                                                                                                                | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|████████████████████████████████████████████████████████████████████                                                                    | 1/2 [00:01<00:01,  1.47s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.32s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.34s/it]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
{"written": 1480, "sample_id": "vlguard:PrivacyAlert_test_31:0:safe_instruction", "latency_ms": 291.3, "peak_vram_gib": 7.678}
{"written": 1481, "sample_id": "vlguard:PrivacyAlert_test_31:1:unsafe_instruction", "latency_ms": 282.1, "peak_vram_gib": 7.642}
{"written": 1482, "sample_id": "vlguard:PrivacyAlert_test_32:0:safe_instruction", "latency_ms": 286.2, "peak_vram_gib": 7.649}
{"written": 1483, "sample_id": "vlguard:PrivacyAlert_test_32:1:unsafe_instruction", "latency_ms": 272.1, "peak_vram_gib": 7.623}
{"written": 1484, "sample_id": "vlguard:PrivacyAlert_test_33:0:unsafe_image", "latency_ms": 286.0, "peak_vram_gib": 7.652}
{"written": 1485, "sample_id": "vlguard:PrivacyAlert_test_34:0:safe_instruction", "latency_ms": 279.6, "peak_vram_gib": 7.64}
{"written": 1486, "sample_id": "vlguard:PrivacyAlert_test_34:1:unsafe_instruction", "latency_ms": 282.2, "peak_vram_gib": 7.637}
{"written": 1487, "sample_id": "vlguard:PrivacyAlert_test_35:0:safe_instruction", "latency_ms": 284.9, "peak_vram_gib": 7.667}
{"written": 1488, "sample_id": "vlguard:PrivacyAlert_test_35:1:unsafe_instruction", "latency_ms": 280.7, "peak_vram_gib": 7.64}
{"written": 1489, "sample_id": "vlguard:PrivacyAlert_test_36:0:safe_instruction", "latency_ms": 284.3, "peak_vram_gib": 7.657}
{"written": 1490, "sample_id": "vlguard:PrivacyAlert_test_36:1:unsafe_instruction", "latency_ms": 287.7, "peak_vram_gib": 7.642}
{"written": 1491, "sample_id": "vlguard:PrivacyAlert_test_37:0:safe_instruction", "latency_ms": 285.1, "peak_vram_gib": 7.629}
{"written": 1492, "sample_id": "vlguard:PrivacyAlert_test_37:1:unsafe_instruction", "latency_ms": 287.5, "peak_vram_gib": 7.668}
{"written": 1493, "sample_id": "vlguard:PrivacyAlert_test_38:0:safe_instruction", "latency_ms": 293.4, "peak_vram_gib": 7.691}
{"written": 1494, "sample_id": "vlguard:PrivacyAlert_test_38:1:unsafe_instruction", "latency_ms": 283.7, "peak_vram_gib": 7.637}
{"written": 1495, "sample_id": "vlguard:PrivacyAlert_test_39:0:safe_instruction", "latency_ms": 283.3, "peak_vram_gib": 7.644}
{"written": 1496, "sample_id": "vlguard:PrivacyAlert_test_39:1:unsafe_instruction", "latency_ms": 283.0, "peak_vram_gib": 7.638}
{"written": 1497, "sample_id": "vlguard:PrivacyAlert_test_40:0:safe_instruction", "latency_ms": 277.2, "peak_vram_gib": 7.598}
{"written": 1498, "sample_id": "vlguard:PrivacyAlert_test_40:1:unsafe_instruction", "latency_ms": 312.6, "peak_vram_gib": 7.721}
{"written": 1499, "sample_id": "vlguard:PrivacyAlert_test_41:0:safe_instruction", "latency_ms": 285.2, "peak_vram_gib": 7.644}
{"written": 1500, "sample_id": "vlguard:PrivacyAlert_test_41:1:unsafe_instruction", "latency_ms": 287.0, "peak_vram_gib": 7.64}
{"written": 1501, "sample_id": "vlguard:PrivacyAlert_test_42:0:safe_instruction", "latency_ms": 281.6, "peak_vram_gib": 7.629}
{"written": 1502, "sample_id": "vlguard:PrivacyAlert_test_42:1:unsafe_instruction", "latency_ms": 310.2, "peak_vram_gib": 7.72}
{"written": 1503, "sample_id": "vlguard:PrivacyAlert_test_43:0:safe_instruction", "latency_ms": 286.4, "peak_vram_gib": 7.653}
{"written": 1504, "sample_id": "vlguard:PrivacyAlert_test_43:1:unsafe_instruction", "latency_ms": 283.7, "peak_vram_gib": 7.652}
{"written": 1505, "sample_id": "vlguard:PrivacyAlert_test_44:0:safe_instruction", "latency_ms": 282.6, "peak_vram_gib": 7.626}
{"written": 1506, "sample_id": "vlguard:PrivacyAlert_test_44:1:unsafe_instruction", "latency_ms": 280.5, "peak_vram_gib": 7.623}
{"written": 1507, "sample_id": "vlguard:PrivacyAlert_test_45:0:unsafe_image", "latency_ms": 350.1, "peak_vram_gib": 7.706}
{"written": 1508, "sample_id": "vlguard:PrivacyAlert_test_46:0:unsafe_image", "latency_ms": 290.0, "peak_vram_gib": 7.719}
{"written": 1509, "sample_id": "vlguard:PrivacyAlert_test_47:0:safe_instruction", "latency_ms": 289.6, "peak_vram_gib": 7.691}
{"written": 1510, "sample_id": "vlguard:PrivacyAlert_test_47:1:unsafe_instruction", "latency_ms": 289.0, "peak_vram_gib": 7.63}
{"written": 1511, "sample_id": "vlguard:PrivacyAlert_test_48:0:unsafe_image", "latency_ms": 407.5, "peak_vram_gib": 7.684}
{"written": 1512, "sample_id": "vlguard:PrivacyAlert_test_49:0:unsafe_image", "latency_ms": 287.4, "peak_vram_gib": 7.643}
{"written": 1513, "sample_id": "vlguard:PrivacyAlert_test_50:0:unsafe_image", "latency_ms": 410.7, "peak_vram_gib": 7.679}
{"written": 1514, "sample_id": "vlguard:PrivacyAlert_test_51:0:safe_instruction", "latency_ms": 280.2, "peak_vram_gib": 7.638}
{"written": 1515, "sample_id": "vlguard:PrivacyAlert_test_51:1:unsafe_instruction", "latency_ms": 278.9, "peak_vram_gib": 7.641}
{"written": 1516, "sample_id": "vlguard:PrivacyAlert_test_52:0:unsafe_image", "latency_ms": 285.3, "peak_vram_gib": 7.668}
{"written": 1517, "sample_id": "vlguard:PrivacyAlert_test_53:0:safe_instruction", "latency_ms": 307.8, "peak_vram_gib": 7.74}
{"written": 1518, "sample_id": "vlguard:PrivacyAlert_test_53:1:unsafe_instruction", "latency_ms": 280.7, "peak_vram_gib": 7.625}
{"written": 1519, "sample_id": "vlguard:PrivacyAlert_test_54:0:unsafe_image", "latency_ms": 287.4, "peak_vram_gib": 7.681}
{"written": 1520, "sample_id": "vlguard:PrivacyAlert_test_55:0:unsafe_image", "latency_ms": 414.6, "peak_vram_gib": 7.684}
{"written": 1521, "sample_id": "vlguard:PrivacyAlert_test_56:0:safe_instruction", "latency_ms": 269.8, "peak_vram_gib": 7.599}
{"written": 1522, "sample_id": "vlguard:PrivacyAlert_test_56:1:unsafe_instruction", "latency_ms": 282.9, "peak_vram_gib": 7.638}
{"written": 1523, "sample_id": "vlguard:PrivacyAlert_test_57:0:safe_instruction", "latency_ms": 279.2, "peak_vram_gib": 7.639}
{"written": 1524, "sample_id": "vlguard:PrivacyAlert_test_57:1:unsafe_instruction", "latency_ms": 286.2, "peak_vram_gib": 7.653}
{"written": 1525, "sample_id": "vlguard:PrivacyAlert_test_58:0:unsafe_image", "latency_ms": 287.9, "peak_vram_gib": 7.684}
{"written": 1526, "sample_id": "vlguard:PrivacyAlert_test_59:0:unsafe_image", "latency_ms": 289.5, "peak_vram_gib": 7.684}
{"written": 1527, "sample_id": "vlguard:PrivacyAlert_test_60:0:unsafe_image", "latency_ms": 282.1, "peak_vram_gib": 7.637}
{"written": 1528, "sample_id": "vlguard:PrivacyAlert_test_61:0:safe_instruction", "latency_ms": 306.0, "peak_vram_gib": 7.73}
{"written": 1529, "sample_id": "vlguard:PrivacyAlert_test_61:1:unsafe_instruction", "latency_ms": 283.1, "peak_vram_gib": 7.637}
{"written": 1530, "sample_id": "vlguard:PrivacyAlert_test_62:0:safe_instruction", "latency_ms": 293.9, "peak_vram_gib": 7.678}
{"written": 1531, "sample_id": "vlguard:PrivacyAlert_test_62:1:unsafe_instruction", "latency_ms": 289.5, "peak_vram_gib": 7.631}
{"written": 1532, "sample_id": "vlguard:PrivacyAlert_test_63:0:safe_instruction", "latency_ms": 284.4, "peak_vram_gib": 7.648}
{"written": 1533, "sample_id": "vlguard:PrivacyAlert_test_63:1:unsafe_instruction", "latency_ms": 279.5, "peak_vram_gib": 7.64}
{"written": 1534, "sample_id": "vlguard:PrivacyAlert_test_64:0:safe_instruction", "latency_ms": 271.8, "peak_vram_gib": 7.606}
{"written": 1535, "sample_id": "vlguard:PrivacyAlert_test_64:1:unsafe_instruction", "latency_ms": 281.5, "peak_vram_gib": 7.637}
{"written": 1536, "sample_id": "vlguard:PrivacyAlert_test_65:0:safe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.639}
{"written": 1537, "sample_id": "vlguard:PrivacyAlert_test_65:1:unsafe_instruction", "latency_ms": 268.2, "peak_vram_gib": 7.623}
{"written": 1538, "sample_id": "vlguard:PrivacyAlert_test_66:0:unsafe_image", "latency_ms": 359.2, "peak_vram_gib": 7.631}
{"written": 1539, "sample_id": "vlguard:PrivacyAlert_test_67:0:safe_instruction", "latency_ms": 289.9, "peak_vram_gib": 7.679}
{"written": 1540, "sample_id": "vlguard:PrivacyAlert_test_67:1:unsafe_instruction", "latency_ms": 289.2, "peak_vram_gib": 7.693}
{"written": 1541, "sample_id": "vlguard:PrivacyAlert_test_68:0:safe_instruction", "latency_ms": 286.3, "peak_vram_gib": 7.637}
{"written": 1542, "sample_id": "vlguard:PrivacyAlert_test_68:1:unsafe_instruction", "latency_ms": 274.8, "peak_vram_gib": 7.607}
{"written": 1543, "sample_id": "vlguard:PrivacyAlert_test_69:0:safe_instruction", "latency_ms": 285.3, "peak_vram_gib": 7.663}
{"written": 1544, "sample_id": "vlguard:PrivacyAlert_test_69:1:unsafe_instruction", "latency_ms": 283.4, "peak_vram_gib": 7.623}
{"written": 1545, "sample_id": "vlguard:PrivacyAlert_test_70:0:unsafe_image", "latency_ms": 271.5, "peak_vram_gib": 7.604}
{"written": 1546, "sample_id": "vlguard:PrivacyAlert_test_71:0:unsafe_image", "latency_ms": 285.8, "peak_vram_gib": 7.657}
{"written": 1547, "sample_id": "vlguard:PrivacyAlert_test_72:0:unsafe_image", "latency_ms": 280.8, "peak_vram_gib": 7.597}
{"written": 1548, "sample_id": "vlguard:PrivacyAlert_test_73:0:unsafe_image", "latency_ms": 293.7, "peak_vram_gib": 7.637}
{"written": 1549, "sample_id": "vlguard:PrivacyAlert_test_74:0:safe_instruction", "latency_ms": 269.6, "peak_vram_gib": 7.598}
{"written": 1550, "sample_id": "vlguard:PrivacyAlert_test_74:1:unsafe_instruction", "latency_ms": 283.5, "peak_vram_gib": 7.623}
{"written": 1551, "sample_id": "vlguard:PrivacyAlert_test_75:0:safe_instruction", "latency_ms": 278.6, "peak_vram_gib": 7.64}
{"written": 1552, "sample_id": "vlguard:PrivacyAlert_test_75:1:unsafe_instruction", "latency_ms": 290.8, "peak_vram_gib": 7.631}
{"written": 1553, "sample_id": "vlguard:PrivacyAlert_test_76:0:safe_instruction", "latency_ms": 289.8, "peak_vram_gib": 7.64}
{"written": 1554, "sample_id": "vlguard:PrivacyAlert_test_76:1:unsafe_instruction", "latency_ms": 280.8, "peak_vram_gib": 7.637}
{"written": 1555, "sample_id": "vlguard:PrivacyAlert_test_77:0:safe_instruction", "latency_ms": 280.5, "peak_vram_gib": 7.63}
{"written": 1556, "sample_id": "vlguard:PrivacyAlert_test_77:1:unsafe_instruction", "latency_ms": 282.6, "peak_vram_gib": 7.63}
{"written": 1557, "sample_id": "vlguard:PrivacyAlert_test_78:0:unsafe_image", "latency_ms": 284.0, "peak_vram_gib": 7.644}
{"written": 1558, "sample_id": "vlguard:PrivacyAlert_test_79:0:safe_instruction", "latency_ms": 286.0, "peak_vram_gib": 7.652}
{"written": 1559, "sample_id": "vlguard:PrivacyAlert_test_79:1:unsafe_instruction", "latency_ms": 281.9, "peak_vram_gib": 7.638}
{"written": 1560, "sample_id": "vlguard:PrivacyAlert_test_80:0:safe_instruction", "latency_ms": 286.5, "peak_vram_gib": 7.65}
{"written": 1561, "sample_id": "vlguard:PrivacyAlert_test_80:1:unsafe_instruction", "latency_ms": 281.9, "peak_vram_gib": 7.639}
{"written": 1562, "sample_id": "vlguard:PrivacyAlert_test_81:0:safe_instruction", "latency_ms": 307.7, "peak_vram_gib": 7.731}
{"written": 1563, "sample_id": "vlguard:PrivacyAlert_test_81:1:unsafe_instruction", "latency_ms": 280.0, "peak_vram_gib": 7.642}
{"written": 1564, "sample_id": "vlguard:PrivacyAlert_test_82:0:safe_instruction", "latency_ms": 275.9, "peak_vram_gib": 7.603}
{"written": 1565, "sample_id": "vlguard:PrivacyAlert_test_82:1:unsafe_instruction", "latency_ms": 285.7, "peak_vram_gib": 7.678}
{"written": 1566, "sample_id": "vlguard:PrivacyAlert_test_83:0:safe_instruction", "latency_ms": 290.2, "peak_vram_gib": 7.637}
{"written": 1567, "sample_id": "vlguard:PrivacyAlert_test_83:1:unsafe_instruction", "latency_ms": 279.9, "peak_vram_gib": 7.631}
{"written": 1568, "sample_id": "vlguard:PrivacyAlert_test_84:0:unsafe_image", "latency_ms": 280.2, "peak_vram_gib": 7.632}
{"written": 1569, "sample_id": "vlguard:PrivacyAlert_test_85:0:safe_instruction", "latency_ms": 282.1, "peak_vram_gib": 7.623}
{"written": 1570, "sample_id": "vlguard:PrivacyAlert_test_85:1:unsafe_instruction", "latency_ms": 339.0, "peak_vram_gib": 7.631}
{"written": 1571, "sample_id": "vlguard:PrivacyAlert_test_86:0:safe_instruction", "latency_ms": 280.4, "peak_vram_gib": 7.631}
{"written": 1572, "sample_id": "vlguard:PrivacyAlert_test_86:1:unsafe_instruction", "latency_ms": 287.3, "peak_vram_gib": 7.68}
{"written": 1573, "sample_id": "vlguard:PrivacyAlert_test_87:0:unsafe_image", "latency_ms": 280.4, "peak_vram_gib": 7.637}
{"written": 1574, "sample_id": "vlguard:PrivacyAlert_test_88:0:safe_instruction", "latency_ms": 285.1, "peak_vram_gib": 7.653}
{"written": 1575, "sample_id": "vlguard:PrivacyAlert_test_88:1:unsafe_instruction", "latency_ms": 275.7, "peak_vram_gib": 7.607}
{"written": 1576, "sample_id": "vlguard:PrivacyAlert_test_89:0:safe_instruction", "latency_ms": 282.4, "peak_vram_gib": 7.632}
{"written": 1577, "sample_id": "vlguard:PrivacyAlert_test_89:1:unsafe_instruction", "latency_ms": 280.5, "peak_vram_gib": 7.625}
{"written": 1578, "sample_id": "vlguard:PrivacyAlert_test_90:0:unsafe_image", "latency_ms": 287.7, "peak_vram_gib": 7.691}
{"written": 1579, "sample_id": "vlguard:PrivacyAlert_test_91:0:unsafe_image", "latency_ms": 268.5, "peak_vram_gib": 7.597}
{"written": 1580, "sample_id": "vlguard:PrivacyAlert_test_92:0:unsafe_image", "latency_ms": 287.1, "peak_vram_gib": 7.673}
{"written": 1581, "sample_id": "vlguard:PrivacyAlert_test_93:0:unsafe_image", "latency_ms": 279.7, "peak_vram_gib": 7.631}
{"written": 1582, "sample_id": "vlguard:PrivacyAlert_test_94:0:unsafe_image", "latency_ms": 292.4, "peak_vram_gib": 7.715}
{"written": 1583, "sample_id": "vlguard:PrivacyAlert_test_95:0:safe_instruction", "latency_ms": 285.8, "peak_vram_gib": 7.67}
{"written": 1584, "sample_id": "vlguard:PrivacyAlert_test_95:1:unsafe_instruction", "latency_ms": 326.2, "peak_vram_gib": 7.827}
{"written": 1585, "sample_id": "vlguard:PrivacyAlert_test_96:0:safe_instruction", "latency_ms": 295.2, "peak_vram_gib": 7.722}
{"written": 1586, "sample_id": "vlguard:PrivacyAlert_test_96:1:unsafe_instruction", "latency_ms": 300.1, "peak_vram_gib": 7.678}
{"written": 1587, "sample_id": "vlguard:PrivacyAlert_test_97:0:unsafe_image", "latency_ms": 406.4, "peak_vram_gib": 7.683}
{"written": 1588, "sample_id": "vlguard:PrivacyAlert_test_98:0:safe_instruction", "latency_ms": 286.4, "peak_vram_gib": 7.669}
{"written": 1589, "sample_id": "vlguard:PrivacyAlert_test_98:1:unsafe_instruction", "latency_ms": 290.1, "peak_vram_gib": 7.7}
{"written": 1590, "sample_id": "vlguard:PrivacyAlert_test_99:0:unsafe_image", "latency_ms": 286.9, "peak_vram_gib": 7.656}
{"written": 1591, "sample_id": "vlguard:PrivacyAlert_test_100:0:unsafe_image", "latency_ms": 279.8, "peak_vram_gib": 7.643}
{"written": 1592, "sample_id": "vlguard:PrivacyAlert_test_101:0:unsafe_image", "latency_ms": 292.3, "peak_vram_gib": 7.691}
{"written": 1593, "sample_id": "vlguard:PrivacyAlert_test_102:0:safe_instruction", "latency_ms": 283.9, "peak_vram_gib": 7.639}
{"written": 1594, "sample_id": "vlguard:PrivacyAlert_test_102:1:unsafe_instruction", "latency_ms": 292.1, "peak_vram_gib": 7.65}
{"written": 1595, "sample_id": "vlguard:PrivacyAlert_test_103:0:safe_instruction", "latency_ms": 277.3, "peak_vram_gib": 7.603}
{"written": 1596, "sample_id": "vlguard:PrivacyAlert_test_103:1:unsafe_instruction", "latency_ms": 285.9, "peak_vram_gib": 7.626}
{"written": 1597, "sample_id": "vlguard:PrivacyAlert_test_104:0:unsafe_image", "latency_ms": 517.7, "peak_vram_gib": 7.79}
{"written": 1598, "sample_id": "vlguard:PrivacyAlert_test_105:0:unsafe_image", "latency_ms": 284.1, "peak_vram_gib": 7.638}
{"written": 1599, "sample_id": "vlguard:PrivacyAlert_test_106:0:unsafe_image", "latency_ms": 290.9, "peak_vram_gib": 7.718}
{"written": 1600, "sample_id": "vlguard:PrivacyAlert_test_107:0:unsafe_image", "latency_ms": 351.6, "peak_vram_gib": 7.598}
{"written": 1601, "sample_id": "vlguard:PrivacyAlert_test_108:0:unsafe_image", "latency_ms": 288.9, "peak_vram_gib": 7.701}
{"written": 1602, "sample_id": "vlguard:PrivacyAlert_test_109:0:safe_instruction", "latency_ms": 286.0, "peak_vram_gib": 7.652}
{"written": 1603, "sample_id": "vlguard:PrivacyAlert_test_109:1:unsafe_instruction", "latency_ms": 281.2, "peak_vram_gib": 7.63}
{"written": 1604, "sample_id": "vlguard:PrivacyAlert_test_110:0:unsafe_image", "latency_ms": 285.6, "peak_vram_gib": 7.658}
{"written": 1605, "sample_id": "vlguard:PrivacyAlert_test_111:0:safe_instruction", "latency_ms": 287.6, "peak_vram_gib": 7.652}
{"written": 1606, "sample_id": "vlguard:PrivacyAlert_test_111:1:unsafe_instruction", "latency_ms": 367.0, "peak_vram_gib": 8.019}
{"written": 1607, "sample_id": "vlguard:PrivacyAlert_test_112:0:unsafe_image", "latency_ms": 431.3, "peak_vram_gib": 7.753}
{"written": 1608, "sample_id": "vlguard:PrivacyAlert_test_113:0:unsafe_image", "latency_ms": 289.7, "peak_vram_gib": 7.7}
{"written": 1609, "sample_id": "vlguard:PrivacyAlert_test_114:0:safe_instruction", "latency_ms": 285.2, "peak_vram_gib": 7.657}
{"written": 1610, "sample_id": "vlguard:PrivacyAlert_test_114:1:unsafe_instruction", "latency_ms": 280.1, "peak_vram_gib": 7.626}
{"written": 1611, "sample_id": "vlguard:PrivacyAlert_test_115:0:safe_instruction", "latency_ms": 288.2, "peak_vram_gib": 7.668}
{"written": 1612, "sample_id": "vlguard:PrivacyAlert_test_115:1:unsafe_instruction", "latency_ms": 281.2, "peak_vram_gib": 7.631}
{"written": 1613, "sample_id": "vlguard:PrivacyAlert_test_116:0:unsafe_image", "latency_ms": 285.6, "peak_vram_gib": 7.654}
{"written": 1614, "sample_id": "vlguard:PrivacyAlert_test_117:0:safe_instruction", "latency_ms": 285.5, "peak_vram_gib": 7.644}
{"written": 1615, "sample_id": "vlguard:PrivacyAlert_test_117:1:unsafe_instruction", "latency_ms": 349.2, "peak_vram_gib": 7.68}
{"written": 1616, "sample_id": "vlguard:PrivacyAlert_test_118:0:safe_instruction", "latency_ms": 287.6, "peak_vram_gib": 7.653}
{"written": 1617, "sample_id": "vlguard:PrivacyAlert_test_118:1:unsafe_instruction", "latency_ms": 284.5, "peak_vram_gib": 7.637}
{"written": 1618, "sample_id": "vlguard:PrivacyAlert_test_119:0:safe_instruction", "latency_ms": 288.2, "peak_vram_gib": 7.67}
{"written": 1619, "sample_id": "vlguard:PrivacyAlert_test_119:1:unsafe_instruction", "latency_ms": 283.3, "peak_vram_gib": 7.638}
{"written": 1620, "sample_id": "vlguard:PrivacyAlert_test_120:0:safe_instruction", "latency_ms": 287.2, "peak_vram_gib": 7.679}
{"written": 1621, "sample_id": "vlguard:PrivacyAlert_test_120:1:unsafe_instruction", "latency_ms": 285.5, "peak_vram_gib": 7.664}
{"written": 1622, "sample_id": "vlguard:PrivacyAlert_test_121:0:unsafe_image", "latency_ms": 316.4, "peak_vram_gib": 7.776}
{"written": 1623, "sample_id": "vlguard:PrivacyAlert_test_122:0:unsafe_image", "latency_ms": 292.0, "peak_vram_gib": 7.735}
{"written": 1624, "sample_id": "vlguard:PrivacyAlert_test_123:0:unsafe_image", "latency_ms": 287.8, "peak_vram_gib": 7.691}
{"written": 1625, "sample_id": "vlguard:PrivacyAlert_test_124:0:unsafe_image", "latency_ms": 410.1, "peak_vram_gib": 7.682}
{"written": 1626, "sample_id": "vlguard:PrivacyAlert_test_125:0:safe_instruction", "latency_ms": 272.6, "peak_vram_gib": 7.602}
{"written": 1627, "sample_id": "vlguard:PrivacyAlert_test_125:1:unsafe_instruction", "latency_ms": 281.3, "peak_vram_gib": 7.638}
{"written": 1628, "sample_id": "vlguard:PrivacyAlert_test_126:0:safe_instruction", "latency_ms": 271.3, "peak_vram_gib": 7.597}
{"written": 1629, "sample_id": "vlguard:PrivacyAlert_test_126:1:unsafe_instruction", "latency_ms": 279.6, "peak_vram_gib": 7.642}
{"written": 1630, "sample_id": "vlguard:PrivacyAlert_test_127:0:unsafe_image", "latency_ms": 286.8, "peak_vram_gib": 7.678}
{"written": 1631, "sample_id": "vlguard:PrivacyAlert_test_128:0:safe_instruction", "latency_ms": 281.5, "peak_vram_gib": 7.639}
{"written": 1632, "sample_id": "vlguard:PrivacyAlert_test_128:1:unsafe_instruction", "latency_ms": 281.9, "peak_vram_gib": 7.644}
{"written": 1633, "sample_id": "vlguard:PrivacyAlert_test_129:0:unsafe_image", "latency_ms": 399.0, "peak_vram_gib": 7.628}
{"written": 1634, "sample_id": "vlguard:PrivacyAlert_test_130:0:safe_instruction", "latency_ms": 271.5, "peak_vram_gib": 7.605}
{"written": 1635, "sample_id": "vlguard:PrivacyAlert_test_130:1:unsafe_instruction", "latency_ms": 281.1, "peak_vram_gib": 7.631}
{"written": 1636, "sample_id": "vlguard:PrivacyAlert_test_131:0:safe_instruction", "latency_ms": 285.2, "peak_vram_gib": 7.639}
{"written": 1637, "sample_id": "vlguard:PrivacyAlert_test_131:1:unsafe_instruction", "latency_ms": 281.7, "peak_vram_gib": 7.639}
{"written": 1638, "sample_id": "vlguard:PrivacyAlert_test_132:0:safe_instruction", "latency_ms": 272.4, "peak_vram_gib": 7.604}
{"written": 1639, "sample_id": "vlguard:PrivacyAlert_test_132:1:unsafe_instruction", "latency_ms": 280.6, "peak_vram_gib": 7.623}
{"written": 1640, "sample_id": "vlguard:PrivacyAlert_test_133:0:safe_instruction", "latency_ms": 282.0, "peak_vram_gib": 7.64}
{"written": 1641, "sample_id": "vlguard:PrivacyAlert_test_133:1:unsafe_instruction", "latency_ms": 284.9, "peak_vram_gib": 7.658}
{"written": 1642, "sample_id": "vlguard:PrivacyAlert_test_134:0:safe_instruction", "latency_ms": 282.3, "peak_vram_gib": 7.631}
{"written": 1643, "sample_id": "vlguard:PrivacyAlert_test_134:1:unsafe_instruction", "latency_ms": 280.7, "peak_vram_gib": 7.632}
{"written": 1644, "sample_id": "vlguard:PrivacyAlert_test_135:0:safe_instruction", "latency_ms": 286.0, "peak_vram_gib": 7.651}
{"written": 1645, "sample_id": "vlguard:PrivacyAlert_test_135:1:unsafe_instruction", "latency_ms": 281.3, "peak_vram_gib": 7.639}
{"written": 1646, "sample_id": "vlguard:PrivacyAlert_test_136:0:safe_instruction", "latency_ms": 306.3, "peak_vram_gib": 7.736}
{"written": 1647, "sample_id": "vlguard:PrivacyAlert_test_136:1:unsafe_instruction", "latency_ms": 285.2, "peak_vram_gib": 7.678}
{"written": 1648, "sample_id": "vlguard:PrivacyAlert_test_137:0:safe_instruction", "latency_ms": 273.7, "peak_vram_gib": 7.604}
{"written": 1649, "sample_id": "vlguard:PrivacyAlert_test_137:1:unsafe_instruction", "latency_ms": 281.2, "peak_vram_gib": 7.623}
{"written": 1650, "sample_id": "vlguard:PrivacyAlert_test_138:0:unsafe_image", "latency_ms": 315.1, "peak_vram_gib": 7.777}
{"written": 1651, "sample_id": "vlguard:PrivacyAlert_test_139:0:unsafe_image", "latency_ms": 289.4, "peak_vram_gib": 7.691}
{"written": 1652, "sample_id": "vlguard:PrivacyAlert_test_140:0:safe_instruction", "latency_ms": 288.8, "peak_vram_gib": 7.705}
{"written": 1653, "sample_id": "vlguard:PrivacyAlert_test_140:1:unsafe_instruction", "latency_ms": 289.5, "peak_vram_gib": 7.72}
{"written": 1654, "sample_id": "vlguard:PrivacyAlert_test_141:0:unsafe_image", "latency_ms": 285.6, "peak_vram_gib": 7.658}
{"written": 1655, "sample_id": "vlguard:PrivacyAlert_test_142:0:safe_instruction", "latency_ms": 281.3, "peak_vram_gib": 7.631}
{"written": 1656, "sample_id": "vlguard:PrivacyAlert_test_142:1:unsafe_instruction", "latency_ms": 283.1, "peak_vram_gib": 7.635}
{"written": 1657, "sample_id": "vlguard:PrivacyAlert_test_143:0:unsafe_image", "latency_ms": 308.1, "peak_vram_gib": 7.766}
{"written": 1658, "sample_id": "vlguard:PrivacyAlert_test_144:0:unsafe_image", "latency_ms": 306.3, "peak_vram_gib": 7.728}
{"written": 1659, "sample_id": "vlguard:PrivacyAlert_test_145:0:unsafe_image", "latency_ms": 285.9, "peak_vram_gib": 7.652}
{"written": 1660, "sample_id": "vlguard:PrivacyAlert_test_146:0:unsafe_image", "latency_ms": 405.1, "peak_vram_gib": 7.654}
{"written": 1661, "sample_id": "vlguard:PrivacyAlert_test_147:0:unsafe_image", "latency_ms": 405.1, "peak_vram_gib": 7.678}
{"written": 1662, "sample_id": "vlguard:PrivacyAlert_test_148:0:unsafe_image", "latency_ms": 370.0, "peak_vram_gib": 7.679}
{"written": 1663, "sample_id": "vlguard:PrivacyAlert_test_149:0:unsafe_image", "latency_ms": 290.9, "peak_vram_gib": 7.681}
{"written": 1664, "sample_id": "vlguard:PrivacyAlert_test_150:0:unsafe_image", "latency_ms": 394.3, "peak_vram_gib": 7.601}
{"written": 1665, "sample_id": "vlguard:PrivacyAlert_test_151:0:unsafe_image", "latency_ms": 284.5, "peak_vram_gib": 7.638}
{"written": 1666, "sample_id": "vlguard:PrivacyAlert_test_152:0:unsafe_image", "latency_ms": 290.4, "peak_vram_gib": 7.678}
{"written": 1667, "sample_id": "vlguard:PrivacyAlert_test_153:0:unsafe_image", "latency_ms": 351.7, "peak_vram_gib": 7.606}
{"written": 1668, "sample_id": "vlguard:PrivacyAlert_test_154:0:safe_instruction", "latency_ms": 290.5, "peak_vram_gib": 7.678}
{"written": 1669, "sample_id": "vlguard:PrivacyAlert_test_154:1:unsafe_instruction", "latency_ms": 284.9, "peak_vram_gib": 7.649}
{"written": 1670, "sample_id": "vlguard:PrivacyAlert_test_155:0:unsafe_image", "latency_ms": 361.3, "peak_vram_gib": 7.623}
{"written": 1671, "sample_id": "vlguard:PrivacyAlert_test_156:0:unsafe_image", "latency_ms": 411.6, "peak_vram_gib": 7.709}
{"written": 1672, "sample_id": "vlguard:PrivacyAlert_test_157:0:unsafe_image", "latency_ms": 281.5, "peak_vram_gib": 7.64}
